43111|충북청주시 상당구|충청북도|청주시 상당구
43112|충북청주시 서원구|충청북도|청주시 서원구
43113|충북청주시 흥덕구|충청북도|청주시 흥덕구
43114|충북청주시 청원구|충청북도|청주시 청원구
43130|충북충주시|충청북도|충주시
43150|충북제천시|충청북도|제천시
43710|충북청주시 청원구|충청북도|청원군
43720|충북보은군|충청북도|보은군
43730|충북옥천군|충청북도|옥천군
43740|충북영동군|충청북도|영동군
43745|충북증평군|충청북도|증평군
43750|충북진천군|충청북도|진천군
43760|충북괴산군|충청북도|괴산군
43770|충북음성군|충청북도|음성군
43800|충북단양군|충청북도|단양군
44000|충남|충청남도|
44111|대전동구|충청남도|대전시 동구
44113|대전중구|충청남도|대전시 중구
44115|대전서구|충청남도|대전시 서구
44130|충남천안시|충청남도|천안시
44131|충남천안시 동남구|충청남도|천안시 동남구
44133|충남천안시 서북구|충청남도|천안시 서북구
44150|충남공주시|충청남도|공주시
44180|충남보령시|충청남도|보령시
44200|충남아산시|충청남도|아산시
44210|충남서산시|충청남도|서산시
44230|충남논산시|충청남도|논산시
44250|충남계룡시|충청남도|계룡시
44270|충남당진시|충청남도|당진시
44710|충남금산군|충청남도|금산군
44750|충남논산시|충청남도|논산군
44760|충남부여군|충청남도|부여군
44770|충남서천군|충청남도|서천군
44780|충남보령시|충청남도|보령군
44790|충남청양군|충청남도|청양군
44800|충남홍성군|충청남도|홍성군
44810|충남예산군|충청남도|예산군
44825|충남태안군|충청남도|태안군
44830|충남당진시|충청남도|당진군
44840|충남아산시|충청남도|아산군
44860|충남천안시|충청남도|천안군
45000|전북|전라북도|
45110|전북전주시|전라북도|전주시
45111|전북전주시 완산구|전라북도|전주시 완산구
45113|전북전주시 덕진구|전라북도|전주시 덕진구
45130|전북군산시|전라북도|군산시
45140|전북익산시|전라북도|익산시
45180|전북정읍시|전라북도|정읍시
45190|전북남원시|전라북도|남원시
45210|전북김제시|전라북도|김제시
45710|전북완주군|전라북도|완주군
45720|전북진안군|전라북도|진안군
45730|전북무주군|전라북도|무주군
45740|전북장수군|전라북도|장수군
45750|전북임실군|전라북도|임실군
45770|전북순창군|전라북도|순창군
45780|전북정읍시|전라북도|정읍군
45790|전북고창군|전라북도|고창군
45800|전북부안군|전라북도|부안군
45830|전북익산시|전라북도|익산군
46000|전남|전라남도|
46110|전남목포시|전라남도|목포시
46130|전남여수시|전라남도|여수시
46150|전남순천시|전라남도|순천시
46170|전남나주시|전라남도|나주시
46230|전남광양시|전라남도|광양시
46710|전남담양군|전라남도|담양군
46720|전남곡성군|전라남도|곡성군
46730|전남구례군|전라남도|구례군
46740|전남광양시|전라남도|광양군
46770|전남고흥군|전라남도|고흥군
46780|전남보성군|전라남도|보성군
46790|전남화순군|전라남도|화순군
46800|전남장흥군|전라남도|장흥군
46810|전남강진군|전라남도|강진군
46820|전남해남군|전라남도|해남군
46830|전남영암군|전라남도|영암군
46840|전남무안군|전라남도|무안군
46860|전남함평군|전라남도|함평군
46870|전남영광군|전라남도|영광군
46880|전남장성군|전라남도|장성군
46890|전남완도군|전라남도|완도군
46900|전남진도군|전라남도|진도군
46910|전남신안군|전라남도|신안군
47000|경북|경상북도|
47110|경북포항시|경상북도|포항시
47111|경북포항시 남구|경상북도|포항시 남구
47113|경북포항시 북구|경상북도|포항시 북구
47130|경북경주시|경상북도|경주시
47150|경북김천시|경상북도|김천시
47170|경북안동시|경상북도|안동시
47190|경북구미시|경상북도|구미시
47210|경북영주시|경상북도|영주시
47230|경북영천시|경상북도|영천시
47250|경북상주시|경상북도|상주시
47280|경북문경시|경상북도|문경시
47290|경북경산시|경상북도|경산시
47710|대구달성군|경상북도|달성군
47720|경북군위군|경상북도|군위군
47730|경북의성군|경상북도|의성군
47750|경북청송군|경상북도|청송군
47760|경북영양군|경상북도|영양군
47770|경북영덕군|경상북도|영덕군
47820|경북청도군|경상북도|청도군
47830|경북고령군|경상북도|고령군
47840|경북성주군|경상북도|성주군
47850|경북칠곡군|경상북도|칠곡군
47890|경북문경시|경상북도|문경군
47900|경북예천군|경상북도|예천군
47920|경북봉화군|경상북도|봉화군
47930|경북울진군|경상북도|울진군
47940|경북울릉군|경상북도|울릉군
48000|경남|경상남도|
48110|경남창원시|경상남도|창원시
48120|경남창원시|경상남도|창원시
48121|경남창원시 의창구|경상남도|창원시 의창구
48123|경남창원시 성산구|경상남도|창원시 성산구
48125|경남창원시 마산합포구|경상남도|창원시 마산합포구
48127|경남창원시 마산회원구|경상남도|창원시 마산회원구
48129|경남창원시 진해구|경상남도|창원시 진해구
48131|울산중구|경상남도|울산시 중구
48133|울산남구|경상남도|울산시 남구
48135|울산동구|경상남도|울산시 동구
48137|울산울주군|경상남도|울산시 울주구
